x,RT,40deg,60deg,65deg,67deg,69deg,72deg,75deg,80deg
3.6551,12.8959,12.057,-1.10595,-17.6952,-21.1206,-21.1524,-17.0818,-13.7704,-9.33086
3.65952,12.9294,12.0818,-1.35688,-17.8067,-21.3755,-21.487,-17.5929,-14.358,-9.88848
3.66395,12.9628,12.1041,-1.60781,-17.9182,-21.5428,-21.8216,-18.1041,-14.9457,-10.4461
3.66837,12.9963,12.1264,-1.85874,-18.0297,-21.71,-22.1115,-18.6152,-15.5333,-11.0037
3.67279,13.0297,12.1487,-2.23048,-18.1413,-21.8773,-22.4015,-19.1264,-16.121,-11.5613
3.67721,13.0632,12.171,-2.60223,-18.2528,-22.0446,-22.6914,-19.6375,-16.7086,-12.6766
3.68163,13.0967,12.1933,-2.97398,-18.3643,-22.2119,-22.9814,-20.1487,-17.2963,-13.1784
3.68605,13.1301,12.2156,-3.30855,-18.3947,-22.3792,-23.2714,-20.5868,-17.8839,-13.6803
3.6949,13.197,12.2602,-3.9777,-18.4556,-22.5774,-23.9405,-21.4631,-19.0592,-14.7955
3.70374,13.2466,12.3048,-4.72119,-18.5164,-22.7757,-24.6097,-22.3394,-20.2345,-15.9108
3.70816,13.2714,12.3271,-5.09294,-18.5468,-22.8748,-24.9442,-22.7775,-20.8221,-16.6914
3.71701,13.3209,12.3717,-5.76208,-18.6076,-23.0731,-25.3266,-23.6537,-21.9974,-18.2528
3.72143,13.3457,12.3941,-6.09665,-18.6381,-23.1722,-25.5178,-24.0919,-22.5851,-18.8104
3.72585,13.3705,12.4164,-6.4684,-18.6685,-23.2714,-25.709,-24.53,-23.1727,-19.368
3.73027,13.3953,12.4387,-6.84015,-18.6989,-23.3333,-25.9002,-24.9681,-23.7604,-19.9257
3.73469,13.4201,12.461,-7.2119,-18.6877,-23.3953,-26.0913,-25.4063,-24.348,-20.6691
3.73912,13.4424,12.4833,-7.54647,-18.6766,-23.4572,-26.2825,-25.8444,-24.9357,-21.4126
3.74354,13.4647,12.5056,-7.88104,-18.6654,-23.5192,-26.5279,-26.2825,-25.5233,-22.1561
3.74796,13.487,12.5279,-8.21561,-18.6543,-23.5812,-26.7732,-26.6881,-26.111,-22.881
3.7568,13.5316,12.6022,-8.77323,-18.632,-23.7051,-27.2639,-27.4992,-27.2862,-24.3309
3.76122,13.5539,12.6394,-9.05204,-18.6208,-23.767,-27.5093,-27.9047,-27.7249,-25.0558
3.76565,13.5762,12.6766,-9.33086,-18.6097,-23.829,-27.5836,-28.3102,-28.1636,-25.6691
3.77449,13.6208,12.7509,-9.83271,-18.5874,-23.8042,-27.7323,-29.1213,-29.0409,-26.8959
3.77891,13.6431,12.7881,-10.0836,-18.5254,-23.7918,-27.8067,-29.5269,-29.4796,-27.5093
3.78333,13.6803,12.8253,-10.3346,-18.4634,-23.7794,-27.881,-29.9324,-29.9182,-28.1227
3.78776,13.7175,12.8625,-10.5855,-18.4015,-23.767,-27.9554,-30.338,-30.3569,-28.7361
3.79218,13.7546,12.8848,-10.8364,-18.3395,-23.7546,-28.0297,-30.7435,-30.7955,-29.2472
3.80102,13.829,12.9294,-11.3383,-18.2156,-23.7299,-28.1784,-31.3569,-31.6729,-30.2695
3.80544,13.8662,12.9517,-11.5892,-18.1537,-23.7175,-28.2007,-31.6636,-32.1115,-30.7807
3.80986,13.9033,12.974,-11.8401,-18.0917,-23.6478,-28.223,-31.9703,-32.5502,-31.2918
3.81429,13.9405,12.9963,-12.0911,-18.0297,-23.5781,-28.2454,-32.1264,-32.9888,-31.803
3.81871,13.9777,13.0186,-12.342,-17.9461,-23.5084,-28.2677,-32.2825,-33.4275,-32.3141
3.82313,14.0112,13.0409,-12.4907,-17.8625,-23.4387,-28.29,-32.4387,-33.8662,-32.8253
3.83197,14.0781,13.0855,-12.7881,-17.6952,-23.2993,-28.3346,-32.7509,-34.461,-33.8476
3.84082,14.145,13.1599,-13.0855,-17.5279,-23.1599,-28.3792,-32.974,-35.0558,-34.8699
3.84524,14.1784,13.197,-13.2342,-17.4442,-23.0762,-28.4015,-33.0855,-35.3532,-35.316
3.84966,14.2119,13.2342,-13.3457,-17.3606,-22.9926,-28.3519,-33.197,-35.6506,-35.7621
3.86293,14.3123,13.3457,-13.6803,-17.0738,-22.7416,-28.2032,-33.5316,-36.6543,-37.1004
3.87177,14.3866,13.4201,-13.9033,-16.8826,-22.5743,-28.1041,-33.671,-37.2491,-37.9926
3.87619,14.4238,13.4449,-14.0149,-16.787,-22.4907,-28.0545,-33.7407,-37.5465,-38.4387
3.88061,14.461,13.4696,-14.0483,-16.6914,-22.3792,-28.005,-33.8104,-37.7695,-38.8848
3.88503,14.4981,13.4944,-14.0818,-16.5799,-22.2677,-27.9554,-33.8801,-37.9926,-39.3309
3.88946,14.5353,13.5192,-14.1152,-16.4684,-22.1561,-27.8598,-33.9498,-38.2156,-39.777
3.8983,14.6097,13.5688,-14.1822,-16.2454,-21.9331,-27.6686,-34.0892,-38.4068,-40.6691
3.90272,14.6468,13.5936,-14.2156,-16.1338,-21.8216,-27.573,-34.0781,-38.5024,-41.1152
3.90714,14.6803,13.6183,-14.2491,-16.0223,-21.71,-27.4774,-34.0669,-38.598,-41.5613
3.91156,14.7138,13.6431,-14.2825,-15.9108,-21.5613,-27.3818,-34.0558,-38.6936,-42.0074
3.91599,14.7472,13.6766,-14.316,-15.7993,-21.4126,-27.2862,-34.0446,-38.7892,-42.4535
3.92041,14.7807,13.71,-14.3494,-15.6877,-21.2639,-27.1588,-34.0335,-38.8848,-42.8996
3.93367,14.881,13.8104,-14.2751,-15.3532,-20.8178,-26.7764,-34,-39.0939,-44.2379
3.94252,14.948,13.8773,-14.2255,-15.1301,-20.5204,-26.5215,-33.9777,-39.2333,-45.1301
3.94694,14.9814,13.9108,-14.2007,-14.9963,-20.3717,-26.3941,-33.8941,-39.303,-45.5762
3.95578,15.0558,13.9777,-14.1512,-14.7286,-20.0743,-26.0967,-33.7268,-39.4424,-46.4684
3.9602,15.0929,14.0112,-14.1264,-14.5948,-19.9257,-25.948,-33.6431,-39.5121,-46.9145
3.97347,15.2045,14.1115,-13.9257,-14.1933,-19.4796,-25.5019,-33.3922,-39.7212,-48.2528
3.97789,15.2416,14.145,-13.8587,-14.0595,-19.3309,-25.3532,-33.3086,-39.7909,-48.6989
3.98231,15.2788,14.1784,-13.7918,-13.9257,-19.1822,-25.2045,-33.2249,-39.8606,-49.145
3.98673,15.316,14.2119,-13.7249,-13.7918,-19.0335,-25.0558,-33.1413,-39.9303,-49.5911
