x,RT,40deg,60deg,65deg,67deg,69deg,72deg,75deg,80deg
2.6399,1.45458,1.45267,3.37395,6.9728,7.33081,7.25878,6.74087,6.83281,6.5429
2.65565,1.46003,1.45267,3.43992,7.1997,7.55929,7.48156,6.96736,7.00519,6.73702
2.66211,1.46227,1.45267,3.46699,7.29278,7.65303,7.57295,7.06028,7.07591,6.81666
2.66227,1.46232,1.45267,3.46767,7.29511,7.65537,7.57523,7.06261,7.0784,6.81865
2.66657,1.46381,1.45267,3.4977,7.35708,7.71777,7.63607,7.12446,7.14473,6.87167
2.67801,1.46778,1.45267,3.57767,7.53994,7.88392,7.79806,7.28916,7.32134,7.01282
2.67997,1.46845,1.45267,3.5913,7.57111,7.91225,7.82568,7.31724,7.35144,7.03689
2.68239,1.46929,1.45267,3.60825,7.60986,7.94745,7.87029,7.35213,7.38886,7.06679
2.70038,1.47552,1.45267,3.73392,7.89722,8.20855,8.20118,7.61096,7.6664,7.28862
2.70252,1.47626,1.45267,3.74883,7.93131,8.23952,8.24043,7.64166,7.69932,7.31494
2.71351,1.48006,1.45267,3.79488,8.10684,8.39901,8.44254,7.79975,7.86884,7.45043
2.71353,1.48008,1.45267,3.795,8.10736,8.39943,8.44308,7.80018,7.86929,7.4508
2.72243,1.48316,1.45267,3.8323,8.26596,8.52858,8.60675,7.9282,8.00657,7.60822
2.72275,1.48327,1.45267,3.83362,8.2716,8.53496,8.61257,7.93276,8.01146,7.61382
2.72488,1.484,1.45713,3.84255,8.30956,8.57783,8.65174,7.9634,8.04431,7.6515
2.73811,1.48858,1.48485,3.96577,8.5453,8.84411,8.89503,8.1537,8.24837,7.88551
2.745,1.49097,1.49929,4.02999,8.66817,8.9829,9.02185,8.28819,8.35474,8.00748
2.74512,1.49101,1.49953,4.03078,8.67019,8.98518,9.02393,8.2904,8.35648,8.00948
2.7582,1.49554,1.49953,4.12222,8.90347,9.24867,9.26467,8.54571,8.55841,8.24104
2.76513,1.49794,1.49953,4.17057,9.05669,9.38801,9.39198,8.68073,8.66519,8.3635
2.76748,1.49876,1.49953,4.18703,9.10885,9.43544,9.43532,8.72669,8.70154,8.40518
2.76972,1.49953,1.49485,4.20266,9.15836,9.48047,9.47646,8.77032,8.73605,8.44475
2.7783,1.50338,1.47687,4.26261,9.34834,9.65323,9.63431,8.93772,8.86844,8.59658
2.78057,1.5044,1.47211,4.27847,9.39859,9.70765,9.67607,8.982,8.90347,8.63674
2.78525,1.5065,1.46231,4.31115,9.50217,9.8198,9.76212,9.07327,8.9994,8.71951
2.78985,1.50857,1.45267,4.34973,9.60402,9.93009,9.84675,9.16302,9.09375,8.80091
2.79843,1.51242,1.47263,4.4216,9.79381,10.1356,10.0044,9.33026,9.26954,8.95259
2.80736,1.51643,1.49342,4.49647,10.0079,10.3496,10.1687,9.50444,9.45264,9.11057
2.80761,1.51654,1.49401,4.49859,10.0139,10.3557,10.1754,9.50939,9.45784,9.11506
2.80998,1.51761,1.49953,4.52344,10.0708,10.4125,10.2382,9.55564,9.50645,9.157
2.82522,1.52445,1.49953,4.68318,10.4361,10.7779,10.6421,9.85295,9.81897,9.42665
2.8255,1.52457,1.49953,4.68604,10.4426,10.785,10.6493,9.85826,9.82456,9.43147
2.83235,1.52765,1.49953,4.76584,10.6069,10.9629,10.8309,9.99193,9.96506,9.5527
2.8342,1.52848,1.49953,4.78744,10.6514,11.0111,10.88,10.0281,10.0031,9.58552
2.84562,1.5336,1.49953,4.92034,10.9249,11.3075,11.1824,10.2966,10.2371,9.78741
2.85472,1.53769,1.49953,5.01571,11.143,11.5438,11.4235,10.5108,10.4237,9.9484
2.85657,1.53852,1.49953,5.03517,11.1875,11.592,11.4727,10.5545,10.4618,9.98126
2.86099,1.54051,1.49953,5.08144,11.2933,11.7066,11.5897,10.6583,10.5523,10.0939
2.8635,1.54163,1.49953,5.10778,11.3606,11.7719,11.6563,10.7175,10.6038,10.1581
2.87214,1.54551,1.49953,5.19831,11.5918,11.9963,11.8851,10.9208,10.7809,10.3785
2.87708,1.54773,1.49953,5.25012,11.7241,12.1414,12.0161,11.0371,10.8823,10.5046
2.88113,1.54955,1.49953,5.29256,11.8325,12.2604,12.1234,11.1324,10.9653,10.608
2.88139,1.54966,1.49953,5.29522,11.8393,12.2678,12.1301,11.1383,10.972,10.6145
2.89225,1.55454,1.49953,5.39643,12.13,12.5869,12.418,11.394,11.2568,10.8917
2.89945,1.55777,1.49953,5.46349,12.3227,12.7983,12.6409,11.5634,11.4456,11.0754
2.90151,1.5587,1.50384,5.48266,12.3778,12.8588,12.7047,11.6118,11.4996,11.128
2.91939,1.56673,1.54131,5.71696,12.8564,13.384,13.2585,12.0326,11.9684,11.5843
2.92182,1.56781,1.54639,5.74871,12.9212,13.4552,13.3336,12.0896,12.032,11.6462
2.92578,1.56959,1.54639,5.80059,13.0272,13.5715,13.4562,12.1828,12.1358,11.7472
2.92581,1.56961,1.54639,5.80109,13.0284,13.5726,13.4574,12.1837,12.1368,11.7482
2.92799,1.57058,1.54639,5.82954,13.0988,13.6364,13.5246,12.2556,12.1937,11.8036
2.93728,1.57475,1.54639,5.95127,13.4001,13.9584,13.8124,12.5631,12.4373,12.0407
2.93916,1.5756,1.54639,5.97593,13.4611,14.0237,13.8707,12.6255,12.4867,12.0887
2.94418,1.57786,1.54639,6.04176,13.624,14.1979,14.0546,12.7918,12.6184,12.2169
2.95263,1.58165,1.54639,6.15236,13.8978,14.4906,14.3636,13.0713,12.8397,12.4324
2.95516,1.58278,1.54639,6.18557,13.9799,14.5784,14.4563,13.1552,12.9151,12.497
2.96655,1.5879,1.54639,6.39029,14.3493,14.9733,14.8732,13.5323,13.2536,12.7877
2.9708,1.58981,1.5553,6.46673,14.4872,15.1208,15.0289,13.6731,13.38,12.8963
2.97491,1.59165,1.56391,6.52056,14.6204,15.2632,15.1793,13.8091,13.5021,13.0011
2.97935,1.59364,1.57321,6.5787,14.7894,15.4171,15.3417,13.956,13.634,13.1144
2.98869,1.59784,1.59277,6.70103,15.1451,15.7686,15.6835,14.2651,13.9115,13.3526
2.98892,1.59794,1.59325,6.70514,15.1538,15.7772,15.6918,14.2726,13.9183,13.3585
2.99063,1.59871,1.59371,6.73584,15.2188,15.8415,15.7544,14.3292,13.969,13.4021
3.00433,1.60486,1.59739,6.98219,15.7409,16.3576,16.2561,14.783,14.3764,13.8974
3.00624,1.60571,1.5979,7.0164,15.8134,16.4293,16.3258,14.846,14.433,13.9662
3.01998,1.61188,1.60159,7.26336,16.3367,16.9467,16.8287,15.3009,14.9219,14.4628
3.02632,1.61473,1.6033,7.35831,16.5782,17.1854,17.0608,15.5108,15.1475,14.692
3.03518,1.61871,1.60568,7.49103,16.9158,17.5191,17.3852,15.8456,15.4629,15.0123
3.0352,1.61872,1.60568,7.49135,16.9166,17.5199,17.3861,15.8464,15.4636,15.0131
3.03562,1.61891,1.6058,7.49766,16.9325,17.5358,17.404,15.8623,15.4786,15.0283
3.05127,1.62593,1.61,7.77882,17.5235,18.1248,18.0694,16.4532,16.0353,15.5937
3.05527,1.62773,1.61108,7.87679,17.6747,18.2755,18.2397,16.6045,16.1778,15.7384
3.0576,1.62877,1.6117,7.93373,17.7626,18.3793,18.3387,16.6924,16.2605,15.8225
3.06468,1.63195,1.6136,8.10684,18.0299,18.6946,18.6396,16.9596,16.5703,16.0782
3.07102,1.6348,1.6153,8.23986,18.2695,18.9773,18.9094,17.1993,16.848,16.3074
3.07808,1.63797,1.6172,8.388,18.5363,19.2922,19.2099,17.4661,17.1573,16.5983
3.08214,1.63979,1.61829,8.47315,18.6897,19.4732,19.3826,17.6195,17.3351,16.7654
3.08286,1.64011,1.61848,8.48814,18.7167,19.5051,19.413,17.6585,17.3664,16.7949
3.09149,1.64635,1.6208,8.66917,19.0428,19.8898,19.7801,18.1299,17.7443,17.1503
3.10219,1.65408,1.62368,8.93102,19.447,20.3668,20.2353,18.7142,18.2129,17.5908
3.1049,1.65603,1.6244,8.99719,19.563,20.4874,20.3503,18.8619,18.3313,17.7022
3.1183,1.66572,1.62801,9.27835,20.1382,21.085,20.9206,19.594,18.9183,18.2542
3.12002,1.66696,1.62847,9.31427,20.2116,21.1613,20.9934,19.6875,18.9933,18.3247
3.12907,1.6735,1.6309,9.50404,20.5998,21.5647,21.4196,20.1817,19.3895,18.6973
3.13171,1.67541,1.63161,9.55951,20.7133,21.6826,21.5442,20.3261,19.5053,18.8301
3.13573,1.67831,1.63269,9.6776,20.8857,21.8618,21.7336,20.5457,19.6813,19.032
3.14288,1.68348,1.63461,9.88754,21.1923,22.1804,22.0702,20.936,20.0632,19.3909
3.15354,1.69118,1.63747,10.111,21.6495,22.6555,22.5722,21.518,20.6326,19.9261
3.15629,1.69316,1.63821,10.1687,21.7649,22.778,22.7017,21.6681,20.7795,20.0641
3.16746,1.70123,1.64121,10.5436,22.2337,23.2758,23.2276,22.2779,21.3761,20.6249
3.17863,1.7093,1.64421,10.8247,22.7027,23.7737,23.7537,22.8879,21.9728,21.1858
3.1804,1.71058,1.64468,10.8841,22.7769,23.8526,23.837,22.9845,22.0674,21.2746
3.18979,1.71737,1.64721,11.1996,23.1715,24.2714,24.2796,23.4976,22.5694,21.8174
3.20096,1.72544,1.65021,11.5276,23.6403,24.7693,24.8056,24.1075,23.1661,22.4626
3.2026,1.72662,1.65065,11.5758,23.7091,24.8423,24.8828,24.197,23.2537,22.5573
3.21159,1.73311,1.65306,11.8396,24.0862,25.2427,25.3261,24.6875,23.7335,23.0761
3.21213,1.73351,1.65321,11.8557,24.1058,25.2671,25.3531,24.7174,23.7627,23.1077
3.21609,1.73637,1.65427,11.972,24.2478,25.4436,25.5485,24.9336,23.9743,23.3365
3.21823,1.73791,1.65484,12.0348,24.3244,25.5389,25.654,25.0504,24.0885,23.4772
3.2233,1.74158,1.65621,12.1837,24.5062,25.776,25.9042,25.3272,24.3594,23.8109
3.23223,1.74803,1.65861,12.5117,24.8264,26.1937,26.3449,25.815,24.8366,24.3987
3.2434,1.7561,1.66161,12.8866,25.2267,26.7158,26.8959,26.4247,25.4332,25.1335
3.25457,1.76416,1.66461,13.2146,25.6271,27.2381,27.447,27.0346,26.0298,25.8685
3.26292,1.7702,1.66685,13.5214,25.9266,27.6287,27.8592,27.4908,26.4761,26.4183
3.2635,1.77062,1.667,13.5426,25.9473,27.6558,27.8877,27.5223,26.5128,26.4563
3.26518,1.77183,1.66746,13.6131,26.0075,27.7343,27.9706,27.614,26.6192,26.5668
3.26734,1.77339,1.66803,13.7036,26.0697,27.8351,28.0769,27.7317,26.7557,26.7086
3.27243,1.77707,1.6694,13.9175,26.2166,28.0691,28.3284,28.01,27.0786,27.044
3.27745,1.78069,1.67075,14.1281,26.3613,28.2994,28.5759,28.2839,27.3965,27.3741
3.28136,1.78582,1.6718,14.2924,26.4742,28.4792,28.769,28.4976,27.6444,27.6317
3.2903,1.79752,1.6742,14.6204,26.7319,28.8894,29.2097,28.9853,28.2104,28.2195
3.30092,1.81143,1.67706,14.9772,27.0384,29.3775,29.7341,29.5657,28.8838,28.9189
3.30146,1.81214,1.6772,14.9953,27.0465,29.4022,29.7607,29.5951,28.918,28.9543
3.30305,1.81422,1.67763,15.062,27.0703,29.4752,29.8391,29.6819,29.0187,29.0589
3.31039,1.82383,1.6796,15.3702,27.1802,29.7833,30.2014,30.0827,29.4838,29.542
3.31657,1.83192,1.68126,15.6295,27.2727,30.0427,30.5062,30.42,29.8753,29.9485
3.31932,1.83553,1.682,15.7451,27.3401,30.1582,30.642,30.5703,30.0497,30.1297
3.32826,1.84722,1.6844,16.0731,27.5586,30.5332,31.0827,31.0581,30.6156,30.7175
3.32984,1.8493,1.68482,16.1397,27.5975,30.5998,31.161,31.1447,30.7162,30.8219
3.32998,1.84948,1.68486,16.1454,27.6007,30.6046,31.1676,31.152,30.7247,30.8307
3.33651,1.85803,1.68661,16.4197,27.7182,30.8378,31.4902,31.5089,31.1388,31.2608
3.33719,1.85892,1.6868,16.448,27.7303,30.8618,31.5242,31.5457,31.1815,31.3051
3.33785,1.85978,1.68697,16.485,27.7422,30.8853,31.5576,31.5817,31.2233,31.3486
3.34388,1.86768,1.68968,16.8229,27.8506,31.1005,31.8628,31.9112,31.6056,31.7456
3.34562,1.86996,1.69046,16.896,27.8819,31.1627,31.9509,32.0063,31.716,31.8602
3.35217,1.87854,1.69341,17.1711,27.9678,31.3964,32.2824,32.3641,32.1312,32.2915
3.35281,1.87937,1.69369,17.1978,27.9761,31.4127,32.3145,32.3988,32.1714,32.3333
3.36174,1.89107,1.6977,17.5258,28.0931,31.6417,32.7664,32.8865,32.7374,32.9211
3.3635,1.89338,1.69849,17.5998,28.1162,31.6869,32.8556,32.9828,32.8491,33.0371
3.37067,1.90276,1.70171,17.9007,28.1913,31.8706,33.2181,33.3742,33.3032,33.5087
3.37228,1.90487,1.70243,17.9682,28.2082,31.9119,33.2995,33.4621,33.4052,33.6147
3.3796,1.91446,1.70572,18.2755,28.2849,32.0078,33.6698,33.8618,33.8691,34.0964
3.38139,1.9168,1.70652,18.3506,28.3037,32.0312,33.7603,33.9594,33.9824,34.2141
3.38561,1.92233,1.70842,18.5277,28.3037,32.0865,33.9738,34.1898,34.2497,34.4918
3.38853,1.92615,1.70973,18.6504,28.3037,32.1248,34.0623,34.3494,34.4349,34.6841
3.39017,1.92829,1.71046,18.7533,28.3037,32.1462,34.1118,34.4386,34.5384,34.7915
3.39522,1.93491,1.71273,19.0722,28.3037,32.222,34.2651,34.7148,34.8589,35.1244
3.40344,1.94568,1.71642,19.3739,28.3037,32.345,34.5141,35.1635,35.3796,35.6652
3.40376,1.94609,1.71656,19.3856,28.3037,32.3497,34.5237,35.1808,35.4001,35.686
3.40416,1.94661,1.71674,19.4002,28.3016,32.3557,34.5357,35.2025,35.426,35.7122
3.40581,1.94878,1.71749,19.4929,28.2929,32.3805,34.5859,35.2929,35.5336,35.8212
3.41085,1.95538,1.71975,19.7751,28.2665,32.4274,34.7386,35.568,35.861,36.1527
3.41904,1.9661,1.72342,20.1189,28.2236,32.5037,34.9868,36.0152,36.3933,36.6917
3.41978,1.96707,1.72376,20.15,28.2198,32.5106,35.0092,36.0556,36.4414,36.7389
3.42059,1.96813,1.72412,20.1841,28.2155,32.5182,35.0338,36.1,36.4942,36.7908
3.42166,1.96967,1.7246,20.2287,28.2099,32.5281,35.066,36.1581,36.5633,36.8586
3.42582,1.97568,1.72647,20.4034,28.1712,32.5669,35.1921,36.3853,36.8337,37.1241
3.42593,1.97585,1.72652,20.4083,28.1701,32.5679,35.1942,36.3917,36.8414,37.1316
3.428,1.97883,1.72744,20.4948,28.1509,32.5723,35.2313,36.5042,36.9753,37.2631
3.42871,1.97986,1.72777,20.5248,28.1443,32.5738,35.2441,36.5422,37.0217,37.3087
3.4354,1.98953,1.73077,20.8997,28.082,32.5878,35.3644,36.8977,37.4567,37.7358
3.44146,1.99829,1.73349,21.154,28.0256,32.6005,35.4733,37.2195,37.8504,38.1224
3.4418,1.99877,1.73364,21.168,28.0225,32.6012,35.4803,37.2372,37.8721,38.1436
3.44433,2.00244,1.73478,21.2746,27.9769,32.6065,35.5335,37.3721,38.0371,38.3056
3.4483,2.00817,1.73656,21.4411,27.9058,32.6148,35.6167,37.5828,38.2948,38.5587
3.45326,2.01534,1.73879,21.6495,27.8167,32.5686,35.7208,37.8464,38.6174,38.8754
3.45487,2.01766,1.73951,21.7394,27.7879,32.5537,35.7545,37.9317,38.7218,38.9779
3.45747,2.02141,1.74067,21.8848,27.7413,32.5295,35.8011,38.0696,38.8905,39.1435
3.45996,2.02501,1.74179,22.0244,27.6892,32.5063,35.8459,38.202,39.0524,39.3025
3.46593,2.03364,1.74448,22.2751,27.5642,32.4507,35.9532,38.5192,39.4406,39.6836
3.46844,2.03727,1.7456,22.3804,27.5116,32.4274,35.9983,38.5929,39.6036,39.8437
3.46889,2.03792,1.7458,22.3993,27.5022,32.4207,36.0064,38.6061,39.6328,39.8724
3.47051,2.04027,1.74653,22.459,27.4682,32.3963,36.0356,38.6539,39.7385,39.9762
3.4709,2.04082,1.74671,22.4731,27.4602,32.3906,36.0383,38.6651,39.7634,40.0006
3.4771,2.04978,1.74949,22.7008,27.2785,32.2979,36.0816,38.8472,40.1664,40.3963
3.47782,2.05082,1.74981,22.7273,27.2574,32.2871,36.0866,38.8684,40.2133,40.4423
3.47926,2.0529,1.75046,22.818,27.2152,32.2655,36.0967,38.9107,40.3069,40.5342
3.4821,2.057,1.75173,22.9968,27.1321,32.2231,36.1165,38.994,40.4912,40.7314
3.48411,2.05991,1.75264,23.1235,27.0733,32.1931,36.1306,39.053,40.6218,40.8711
3.48451,2.06049,1.75282,23.149,27.0614,32.1846,36.1334,39.0649,40.6481,40.8992
3.48827,2.06592,1.7545,23.2593,26.9514,32.106,36.1596,39.1753,40.8923,41.1604
3.49064,2.06935,1.75557,23.329,26.8819,32.0563,36.1762,39.2748,41.0464,41.3252
3.4933,2.07318,1.75676,23.407,26.8041,32.0008,36.1762,39.3863,41.219,41.5098
3.49568,2.07663,1.75783,23.477,26.7342,31.9508,36.1762,39.4864,41.374,41.6756
3.4972,2.07882,1.75851,23.5408,26.6898,31.9191,36.1762,39.5501,41.4726,41.7811
3.49754,2.07932,1.75867,23.5551,26.6798,31.9119,36.1762,39.5587,41.4948,41.8049
3.49934,2.08192,1.75948,23.6308,26.627,31.8591,36.1762,39.6041,41.612,41.9302
3.50449,2.08937,1.76179,23.847,26.4761,31.7082,36.1762,39.7337,41.8537,42.2882
3.50461,2.08953,1.76184,23.8519,26.4712,31.7048,36.1762,39.7367,41.8592,42.2964
3.50825,2.09479,1.76347,23.9855,26.3191,31.5982,36.1762,39.8282,42.0299,42.5492
3.50837,2.09497,1.76353,23.99,26.314,31.5947,36.1762,39.8313,42.0356,42.5577
3.50874,2.0955,1.76369,24.0035,26.2986,31.5839,36.1762,39.8437,42.0529,42.5833
3.51301,2.10167,1.76561,24.1602,26.1201,31.4589,36.1762,39.987,42.2532,42.88
3.51346,2.10232,1.76581,24.1768,26.1012,31.4457,36.1715,40.0021,42.2744,42.9113
3.51354,2.10244,1.76585,24.1799,26.0981,31.4431,36.1706,40.005,42.2784,42.9173
3.51954,2.1111,1.76854,24.4315,25.8787,31.2676,36.1078,40.2062,42.5596,43.3339
3.51994,2.11168,1.76872,24.4483,25.864,31.2559,36.1036,40.2146,42.5784,43.3617
3.52242,2.11527,1.76984,24.5525,25.7732,31.1832,36.0776,40.2666,42.6949,43.5343
3.52247,2.11535,1.76986,24.5548,25.7706,31.1816,36.0771,40.2678,42.6975,43.538
3.53091,2.12753,1.77365,24.8544,25.3636,30.9345,35.9888,40.4447,43.0933,44.1244
3.53114,2.12786,1.77375,24.8624,25.3527,30.9278,35.9847,40.4494,43.104,44.1402
3.53294,2.13047,1.77456,24.9267,25.2654,30.8522,35.9522,40.4873,43.1889,44.2659
3.53724,2.13668,1.77649,25.079,25.0584,30.6727,35.8752,40.5923,43.3902,44.5642
3.53729,2.13675,1.77651,25.0809,25.0559,30.6705,35.8743,40.5936,43.3927,44.5671
3.5401,2.14081,1.77777,25.1807,24.9203,30.553,35.8239,40.6624,43.4752,44.7246
3.54393,2.14635,1.77949,25.3167,24.7355,30.3928,35.7551,40.7561,43.5877,44.9391
3.54635,2.14985,1.78058,25.4027,24.6187,30.2915,35.7117,40.8154,43.6588,45.0407
3.54658,2.15018,1.78068,25.4108,24.6077,30.282,35.7076,40.8175,43.6655,45.0503
3.54846,2.15289,1.78152,25.4775,24.5171,30.2034,35.6526,40.835,43.7207,45.1292
3.54906,2.15377,1.7818,25.499,24.4878,30.1781,35.6348,40.8406,43.743,45.1546
3.55032,2.15558,1.78236,25.5435,24.4274,30.1082,35.5981,40.8523,43.789,45.2072
3.55151,2.15724,1.78289,25.5858,24.37,30.042,35.5633,40.8634,43.8326,45.2571
3.55156,2.15731,1.78292,25.5874,24.3674,30.0389,35.5617,40.8639,43.8346,45.2594
3.55286,2.15913,1.7835,25.6255,24.313,29.9665,35.5236,40.876,43.8824,45.314
3.55579,2.16322,1.78482,25.7116,24.1905,29.8032,35.4378,40.9033,43.99,45.5914
3.55731,2.16535,1.7855,25.7564,24.1267,29.7394,35.3931,40.9175,44.046,45.7357
3.55739,2.16546,1.78553,25.7586,24.1236,29.7363,35.3909,40.9182,44.0487,45.7385
3.55778,2.166,1.78571,25.77,24.1074,29.7201,35.3796,40.9218,44.0618,45.7527
3.56052,2.16983,1.78694,25.8506,23.9925,29.6052,35.2991,40.9474,44.1539,45.8536
3.56267,2.17284,1.78791,25.9138,23.8726,29.5153,35.2361,40.9674,44.2261,45.9326
3.56475,2.17574,1.78884,25.9574,23.7568,29.4283,35.1752,40.9868,44.296,46.0089
3.56625,2.17783,1.78951,25.9887,23.6736,29.3451,35.1315,41.0007,44.3461,46.0637
3.56647,2.17814,1.78961,25.9934,23.661,29.3325,35.1249,41.0028,44.3537,46.078
3.56725,2.17923,1.78996,26.0097,23.6176,29.2892,35.1021,41.0028,44.3798,46.127
3.56856,2.18105,1.79055,26.0371,23.5448,29.2164,35.0638,41.0028,44.4236,46.2093
3.56898,2.18164,1.79074,26.0459,23.5215,29.193,35.0515,41.0028,44.4324,46.2358
3.57148,2.18514,1.79186,26.0984,23.3819,29.0534,34.9468,41.0028,44.4849,46.3936
3.57294,2.18717,1.79252,26.129,23.3007,28.9621,34.8858,41.0028,44.5155,46.4855
3.57398,2.18863,1.79298,26.1508,23.2427,28.8969,34.8424,41.0028,44.5373,46.5291
3.57608,2.19156,1.79393,26.1949,23.1254,28.765,34.7543,41.0028,44.5814,46.6175
3.57794,2.19416,1.79476,26.2339,23.0219,28.6486,34.6767,41.0028,44.6204,46.6954
3.57821,2.19454,1.79488,26.2396,23.0069,28.6317,34.6687,41.0028,44.626,46.7068
3.5807,2.19802,1.796,26.2919,22.8679,28.4927,34.5957,41.0028,44.6784,46.8115
3.58187,2.19965,1.79652,26.3163,22.8192,28.4278,34.5616,41.0028,44.7028,46.8604
3.58196,2.19978,1.79657,26.3183,22.8152,28.4224,34.5588,41.0028,44.7048,46.8658
3.58494,2.20393,1.7979,26.3806,22.6908,28.2568,34.4717,41.0028,44.7582,47.0322
3.5866,2.20626,1.79865,26.4156,22.6211,28.1871,34.4229,41.0028,44.7882,47.1256
3.58856,2.209,1.79953,26.4566,22.5393,28.1052,34.3655,40.9891,44.8233,47.2352
3.58914,2.2098,1.79979,26.4687,22.5152,28.0811,34.3486,40.9851,44.8337,47.2564
3.58949,2.21029,1.79995,26.4761,22.5004,28.0664,34.329,40.9827,44.84,47.2693
3.58967,2.21054,1.80003,26.479,22.493,28.0589,34.3191,40.9814,44.8432,47.2759
3.5939,2.21645,1.80193,26.548,22.2277,27.8819,34.0832,40.9519,44.9193,47.4313
3.59586,2.2192,1.80281,26.5801,22.1046,27.7179,33.9738,40.9382,44.9546,47.5034
3.5964,2.21994,1.80305,26.5887,22.0712,27.6735,33.9515,40.9344,44.9642,47.523
3.59749,2.22147,1.80354,26.6066,22.0101,27.5819,33.9056,40.9268,44.9839,47.5633
3.59761,2.22163,1.80359,26.6085,22.0037,27.5723,33.9008,40.926,44.9859,47.5681
3.59839,2.22273,1.80394,26.6212,21.9601,27.507,33.8681,40.9205,44.9941,47.6009
3.60312,2.22934,1.80607,26.6984,21.6963,27.1775,33.6702,40.8875,45.0437,47.7996
3.60483,2.23172,1.80683,26.7262,21.5895,27.0589,33.5989,40.8756,45.0616,47.8712
3.60642,2.23395,1.80755,26.7522,21.4895,26.9478,33.51,40.8644,45.0783,47.9381
3.60674,2.23439,1.80769,26.7574,21.4697,26.9258,33.4923,40.8622,45.0816,47.9488
3.60961,2.23839,1.80898,26.8041,21.2901,26.7263,33.3326,40.8023,45.1117,48.045
3.60985,2.23874,1.80909,26.8057,21.2746,26.709,33.3189,40.7971,45.1143,48.0533
3.61156,2.24111,1.80985,26.8167,21.1797,26.5905,33.224,40.7614,45.1321,48.1104
3.61549,2.24662,1.81162,26.8421,20.9602,26.3163,32.9771,40.679,45.1734,48.2427
3.61658,2.24813,1.81211,26.8491,20.8997,26.2407,32.9091,40.6563,45.1734,48.2791
3.61759,2.24954,1.81256,26.8556,20.8049,26.1704,32.8457,40.6351,45.1734,48.313
3.61828,2.25051,1.81287,26.8601,20.7397,26.1221,32.8022,40.6206,45.1734,48.3276
3.61858,2.25093,1.81301,26.862,20.7116,26.1012,32.7855,40.6143,45.1734,48.3339
3.62017,2.25315,1.81372,26.8723,20.5624,26.0127,32.697,40.5811,45.1734,48.3672
3.62107,2.25441,1.81413,26.8781,20.478,25.9626,32.6469,40.5591,45.1734,48.386
3.62501,2.25991,1.81589,26.9035,20.2585,25.743,32.4274,40.4629,45.1734,48.4686
3.62531,2.26033,1.81603,26.9054,20.2418,25.7263,32.4148,40.4556,45.1734,48.4749
3.6278,2.2638,1.81715,26.9214,20.1031,25.5704,32.3108,40.3949,45.1734,48.5271
3.631,2.26827,1.81858,26.9421,19.9248,25.3699,32.177,40.3168,45.1734,48.5942
3.63204,2.26973,1.81905,26.9488,19.8668,25.3046,32.1334,40.2913,45.1734,48.6248
3.63361,2.27192,1.81975,26.9589,19.7794,25.1574,32.0678,40.253,45.1734,48.6708
3.63398,2.27243,1.81992,26.9613,19.7589,25.1229,32.0525,40.2396,45.1734,48.6816
3.63453,2.2732,1.82017,26.9648,19.7282,25.0712,32.0065,40.2194,45.1734,48.6978
3.63653,2.276,1.82107,26.9778,19.6025,24.8828,31.839,40.146,45.1734,48.7567
3.63786,2.27786,1.82166,26.9863,19.5192,24.8088,31.728,40.0974,45.1734,48.7958
3.63847,2.2787,1.82193,26.9902,19.4813,24.7751,31.6776,40.0753,45.1671,48.8135
3.63868,2.27899,1.82203,26.9916,19.4682,24.7635,31.6645,40.0676,45.1649,48.8196
3.64126,2.2826,1.82319,26.9754,19.3065,24.6196,31.5027,39.9731,45.1378,48.8954
3.64217,2.28387,1.8236,26.9696,19.2556,24.5688,31.4456,39.9398,45.1283,48.9222
3.64257,2.28443,1.82378,26.9671,19.2332,24.5464,31.4204,39.925,45.1241,48.9294
3.64326,2.2854,1.82409,26.9628,19.1948,24.508,31.3771,39.8962,45.1169,48.9418
3.6452,2.2881,1.82495,26.9506,19.087,24.3263,31.2559,39.8153,45.0966,48.9766
3.64775,2.29167,1.8261,26.9345,18.9444,24.0862,31.1133,39.7083,45.0698,49.0226
3.64798,2.29199,1.82621,26.9331,18.9316,24.0734,31.1005,39.6987,45.0674,49.0267
3.65096,2.29616,1.82754,26.9144,18.6517,23.9073,30.9344,39.574,45.0362,49.0803
3.65099,2.29625,1.82755,26.9142,18.6498,23.9061,30.9332,39.5731,45.036,49.0807
3.65153,2.29855,1.82755,26.9108,18.5982,23.8755,30.9026,39.5501,45.0302,49.0905
3.65192,2.30017,1.82755,26.9083,18.5618,23.8539,30.881,39.5339,45.0262,49.0975
3.65248,2.30249,1.82755,26.9049,18.5098,23.823,30.829,39.5108,45.0204,49.1075
3.65448,2.31089,1.82755,26.8923,18.3842,23.7113,30.6409,39.427,44.9994,49.1435
3.65576,2.31628,1.82755,26.8842,18.3037,23.5907,30.5202,39.3732,44.9859,49.1666
3.65641,2.319,1.82755,26.8801,18.263,23.5297,30.4592,39.346,44.9723,49.1782
3.65781,2.32486,1.82755,26.8713,18.1753,23.3984,30.3716,39.2876,44.9431,49.2034
3.65897,2.32972,1.82755,26.864,18.1027,23.2896,30.2989,39.2391,44.9188,49.2034
3.6592,2.33069,1.82755,26.8626,18.0881,23.2766,30.2844,39.2294,44.9139,49.2034
3.6605,2.33611,1.82755,26.8544,18.016,23.2046,30.2033,39.1753,44.8869,49.2034
